TAZ,Central,NE,NW,SE,SW
4515,0.0,0.0,0.0,0.0,0.0
4516,0.003981634,0.000441609,0.001371384,0.00321486,0.000728627
4517,0.0,0.0,0.0,0.0,0.0
4518,0.0,0.0,0.0,0.0,0.0
4519,0.000116921,0.00128277,0.0,0.0,0.0
4520,0.0,0.0,0.0,0.0,0.0
4521,0.0,0.0,0.0,0.0,0.0
4522,0.008532073,0.03207276,0.00195912,0.004592657,0.001040896
4523,0.0,0.0,0.0,0.0,0.0
4524,0.0,0.0,0.0,0.0,0.0
4525,0.0,0.0,0.0,0.0,0.0
4526,0.0,0.0,0.0,0.0,0.0
4527,0.0,0.0,0.0,0.0,0.0
4536,0.0,0.0,0.0,0.0,0.0
4537,0.0,0.0,0.0,0.0,0.0
4538,0.000123241,0.001366886,0.0,0.0,0.0
4539,0.0,0.0,0.0,0.0,0.0
4540,0.0,0.0,0.0,0.0,0.0
4541,0.0,0.0,0.0,0.0,0.0
4542,0.0,0.0,0.0,0.0,0.0
4543,0.0,0.0,0.0,0.0,0.0
4544,0.0,0.0,0.0,0.0,0.0
4545,0.000164321,0.0,0.0,0.013140102,0.0
4546,0.0,0.0,0.0,0.0,0.0
4547,0.000230682,0.00256554,0.0,0.0,0.0
4548,0.0,0.0,0.0,0.0,0.0
4549,0.00117553,0.000129679,0.000402708,0.000944046,0.000213962
4550,0.0,0.0,0.0,0.0,0.0
4551,0.0,0.0,0.0,0.0,0.0
4552,0.0,0.0,0.0,0.0,0.0
4553,0.000458204,0.005071499,0.0,0.0,0.0
4554,0.00111549,0.001472031,0.00032652,0.000765443,0.000821151
4555,0.000316003,0.003490817,0.0,0.0,0.0
4556,0.0,0.0,0.0,0.0,0.0
4557,0.0,0.0,0.0,0.0,0.0
4558,0.0,0.0,0.0,0.0,0.0
4559,0.0,0.0,0.0,0.0,0.0
4560,0.0,0.0,0.0,0.0,0.0
4561,0.0,0.0,0.0,0.0,0.0
4562,0.001538933,0.000171737,0.000533316,0.001250223,0.000283355
4563,0.000328643,0.00363802,0.0,0.0,0.0
4564,0.000224362,0.002481424,0.0,0.0,0.0
4565,0.0,0.0,0.0,0.0,0.0
4566,0.0,0.0,0.0,0.0,0.0
4567,0.0,0.0,0.0,0.0,0.0
4568,0.0,0.0,0.0,0.0,0.0
4569,0.0,0.0,0.0,0.0,0.0
4570,0.001930776,0.000213795,0.000663924,0.0015564,0.000352748
4571,0.0,0.0,0.0,0.0,0.0
4572,0.0,0.0,0.0,0.0,0.0
4573,0.0,0.0,0.0,0.0,0.0
4574,0.0,0.0,0.0,0.0,0.0
4575,0.0,0.0,0.0,0.0,0.0
4576,0.0,0.0,0.0,0.0,0.0
4577,0.0,0.0,0.0,0.0,0.0
4578,0.0,0.0,0.0,0.0,0.0
4579,0.000432924,0.004787607,0.0,0.0,0.0
4580,0.0,0.0,0.0,0.0,0.0
4581,0.0,0.0,0.0,0.0,0.0
4582,0.0,0.0,0.0,0.0,0.0
4583,0.0,0.0,0.0,0.0,0.0
4584,0.000113761,0.001244217,0.0,0.0,0.0
4585,0.0,0.0,0.0,0.0,0.0
4586,0.0,0.0,0.0,0.0,0.0
4587,0.0,0.0,0.0,0.0,0.0
4588,0.0,0.0,0.0,0.0,0.0
4589,0.0,0.0,0.0,0.0,0.0
4590,0.0,0.0,0.0,0.0,0.0
4591,0.000176962,0.001955699,0.0,0.0,0.0
4592,0.0,0.0,0.0,0.0,0.0
4593,0.0,0.0,0.0,0.0,0.0
4594,0.0,0.0,0.0,0.0,0.0
4595,0.0,0.0,0.0,0.0,0.0
4596,0.0,0.0,0.0,0.0,0.0
4597,0.0,0.0,0.0,0.0,0.0
4598,0.0,0.0,0.0,0.0,0.0
4599,0.0,0.0,0.0,0.0,0.0
4600,0.0,0.0,0.0,0.0,0.0
4601,0.0,0.0,0.0,0.0,0.0
4602,0.0,0.0,0.0,0.0,0.0
4603,0.0,0.0,0.0,0.0,0.0
4604,0.0,0.0,0.0,0.0,0.0
4605,0.000199082,0.002208047,0.0,0.0,0.0
4606,0.0,0.0,0.0,0.0,0.0
4607,0.0,0.0,0.0,0.0,0.0
4608,0.0,0.0,0.0,0.0,0.0
4609,0.0,0.0,0.0,0.0,0.0
4610,8.84808e-05,0.000995374,0.0,0.0,0.0
4611,0.0,0.0,0.0,0.0,0.0
4612,0.0,0.0,0.0,0.0,0.0
4613,0.0,0.0,0.0,0.0,0.0
4614,0.0,0.0,0.0,0.0,0.0
4615,0.0,0.0,0.0,0.0,0.0
4616,0.0,0.0,0.0,0.0,0.0
4617,0.0,0.0,0.0,0.0,0.0
4618,0.0,0.0,0.0,0.0,0.0
4619,0.0,0.0,0.0,0.0,0.0
4620,0.000432924,0.004812141,0.0,0.0,0.0
4621,0.0,0.0,0.0,0.0,0.0
4622,0.0,0.0,0.0,0.0,0.0
4623,0.0,0.0,0.0,0.0,0.0
4624,0.0,0.0,0.0,0.0,0.0
4625,0.0,0.0,0.0,0.0,0.0
4626,0.0,0.0,0.0,0.0,0.0
4627,0.000502444,0.005583205,0.0,0.0,0.0
4628,0.0,0.0,0.0,0.0,0.0
4629,0.0,0.0,0.0,0.0,0.0
4630,0.0,0.0,0.0,0.0,0.0
4631,0.0,0.0,0.0,0.0,0.0
4632,0.0,0.0,0.0,0.0,0.0
4633,0.0,0.0,0.0,0.0,0.0
4634,0.0,0.0,0.0,0.0,0.0
4635,0.0,0.0,0.0,0.0,0.0
4636,0.0,0.0,0.0,0.0,0.0
4637,0.0,0.0,0.0,0.0,0.0
4638,0.0,0.0,0.0,0.0,0.0
4639,0.0,0.0,0.0,0.0,0.0
4640,0.0,0.0,0.0,0.0,0.0
4641,0.0,0.0,0.0,0.0,0.0
4642,0.0,0.0,0.0,0.0,0.0
4643,0.0,0.0,0.0,0.0,0.0
4644,0.001696934,0.000189261,0.000587736,0.001377797,0.000312269
4645,0.0,0.0,0.0,0.0,0.0
4646,0.0,0.0,0.0,0.0,0.0
4647,0.0,0.0,0.0,0.0,0.0
4648,0.0,0.0,0.0,0.0,0.0
4649,0.0,0.0,0.0,0.0,0.0
4650,0.0,0.0,0.0,0.0,0.0
4651,0.0,0.0,0.0,0.0,0.0
4652,0.0,0.0,0.0,0.0,0.0
4653,0.0,0.0,0.0,0.0,0.0
4654,0.0,0.0,0.0,0.0,0.0
4655,0.000151681,0.001668302,0.0,0.0,0.0
4656,0.0,0.0,0.0,0.0,0.0
4657,0.0,0.0,0.0,0.0,0.0
4658,0.0,0.0,0.0,0.0,0.0
4659,0.0,0.0,0.0,0.0,0.0
4660,0.0,0.0,0.0,0.0,0.0
4661,0.0,0.0,0.0,0.0,0.0
4662,0.0,0.0,0.0,0.0,0.0
4663,0.0,0.0,0.0,0.0,0.0
4664,0.0,0.0,0.0,0.0,0.0
4665,0.003744632,0.002190523,0.001229892,0.002883168,0.000653451
4666,0.0,0.0,0.0,0.0,0.0
4667,0.0,0.0,0.0,0.0,0.0
4668,0.0,0.0,0.0,0.0,0.0
4669,0.0,0.0,0.0,0.0,0.0
4670,0.000139041,0.001528109,0.0,0.0,0.0
4671,0.0,0.0,0.0,0.0,0.0
4672,0.0,0.0,0.0,0.0,0.0
4673,0.0,0.0,0.0,0.0,0.0
4674,0.0,0.0,0.0,0.0,0.0
4675,0.0,0.0,0.0,0.0,0.0
4676,0.0,0.0,0.0,0.0,0.0
4677,0.0,0.0,0.0,0.0,0.0
4678,0.0,0.0,0.0,0.0,0.0
4679,6.32005e-05,0.000700967,0.0,0.0,0.0
4680,9.16408e-05,0.0,0.003178128,0.0,0.0
4681,0.0,0.0,0.0,0.0,0.0
4682,0.000862687,0.009568204,0.0,0.0,0.0
4683,0.00115025,0.012771625,0.0,0.0,0.0
4684,0.0,0.0,0.0,0.0,0.0
4685,0.0,0.0,0.0,0.0,0.0
4686,0.0,0.0,0.0,0.0,0.0
4687,0.0,0.0,0.0,0.0,0.0
4688,0.0,0.0,0.0,0.0,0.0
4689,0.0,0.0,0.0,0.0,0.0
4690,0.0,0.0,0.0,0.0,0.0
4691,0.0,0.0,0.0,0.0,0.0
4692,0.0,0.0,0.0,0.0,0.0
4693,0.0,0.0,0.0,0.0,0.0
4694,0.0,0.0,0.0,0.0,0.0
4695,0.0,0.0,0.0,0.0,0.0
4696,0.0,0.0,0.0,0.0,0.0
4697,0.0,0.0,0.0,0.0,0.0
4698,0.0,0.0,0.0,0.0,0.0
4699,0.0,0.0,0.0,0.0,0.0
4700,0.0,0.0,0.0,0.0,0.0
4701,0.0,0.0,0.0,0.0,0.0
4747,0.0,0.0,0.0,0.0,0.0
4748,0.000237002,0.002635637,0.0,0.0,0.0
4749,0.0,0.0,0.0,0.0,0.0
4750,0.0,0.0,0.0,0.0,0.0
4751,0.0,0.0,0.0,0.0,0.0
4752,0.0,0.0,0.0,0.0,0.0
4753,0.0,0.0,0.0,0.0,0.0
4754,0.000423444,0.004706996,0.0,0.0,0.0
4755,0.0,0.0,0.0,0.0,0.0
4756,0.002635462,0.001479041,0.00087072,0.002041181,0.00046262
4757,0.0,0.0,0.0,0.0,0.0
4758,0.0,0.0,0.0,0.0,0.0
4759,0.0,0.0,0.0,0.0,0.0
4760,0.0,0.0,0.0,0.0,0.0
4761,0.0,0.0,0.0,0.0,0.0
4762,0.0,0.0,0.0,0.0,0.0
4763,0.0,0.0,0.0,0.0,0.0
4764,0.0,0.0,0.0,0.0,0.0
4765,0.000587765,0.006533016,0.0,0.0,0.0
4766,0.000132721,0.001482546,0.0,0.0,0.0
4767,0.000265442,0.002926539,0.0,0.0,0.0
4768,0.001305091,0.000143698,0.000446244,0.001046105,0.000237093
4769,0.0,0.0,0.0,0.0,0.0
4770,0.0,0.0,0.0,0.0,0.0
4771,0.0,0.0,0.0,0.0,0.0
4772,0.0,0.0,0.0,0.0,0.0
4773,0.0,0.0,0.0,0.0,0.0
4774,0.009530641,0.003659049,0.003145476,0.0207435,0.001671216
4775,0.0,0.0,0.0,0.0,0.0
4776,0.0,0.0,0.0,0.0,0.0
4777,0.0,0.0,0.0,0.0,0.0
4778,0.0,0.0,0.0,0.0,0.0
4779,0.0,0.0,0.0,0.0,0.0
4780,0.0,0.0,0.0,0.0,0.0
4781,0.0,0.0,0.0,0.0,0.0
4782,0.0,0.0,0.0,0.0,0.0
4783,0.0,0.0,0.0,0.0,0.0
4784,0.0,0.0,0.0,0.0,0.0
4785,0.0,0.0,0.0,0.0,0.0
4786,0.0,0.0,0.0,0.0,0.0
4787,0.0,0.0,0.0,0.0,0.0
4788,0.0,0.0,0.0,0.0,0.0
4789,0.0,0.0,0.0,0.0,0.0
4790,0.0,0.0,0.0,0.0,0.0
4791,0.0,0.0,0.0,0.0,0.0
4792,0.004433518,0.000490677,0.00152376,0.003572066,0.000809585
4793,0.0,0.0,0.0,0.0,0.0
4794,0.0,0.0,0.0,0.0,0.0
4795,0.0,0.0,0.0,0.0,0.0
4796,0.0,0.0,0.0,0.0,0.0
4797,0.0,0.0,0.0,0.0,0.0
4798,9.16408e-05,0.0,0.0,0.00745031,0.0
4799,0.0,0.0,0.0,0.0,0.0
4800,0.0,0.0,0.0,0.0,0.0
4801,0.0,0.0,0.0,0.0,0.0
4802,9.48008e-05,0.001061966,0.0,0.0,0.0
4803,0.0,0.0,0.0,0.0,0.0
4804,0.0,0.0,0.0,0.0,0.0
4805,0.000568805,0.006291182,0.0,0.0,0.0
4806,0.0,0.0,0.0,0.0,0.0
4807,5.37205e-05,0.000606337,0.0,0.0,0.0
4808,2.84402e-05,0.000322445,0.0,0.0,0.0
4809,0.00470528,0.012421141,0.004821611,0.007552369,0.002122271
4810,0.000208562,0.000511706,0.0,0.0,0.002978118
4811,0.001921296,0.008713024,0.000370056,0.000867502,0.001815785
4812,0.013509115,0.008667461,0.013430854,0.010154875,0.002301536
4813,0.001741175,0.006901023,0.00032652,0.000765443,0.003273038
4814,0.003226387,0.014580121,0.000424476,0.057739903,0.000225527
4815,0.001361972,0.000883219,0.000446244,0.001046105,0.000237093
4816,0.000635165,0.000928782,0.000195912,0.000459266,0.00010409
4817,0.0,0.0,0.0,0.0,0.0
4818,0.000764727,0.00847119,0.0,0.0,0.0
4819,0.001696934,0.000189261,0.000587736,0.001377797,0.000312269
4820,0.000224362,0.002502453,0.0,0.0,0.0
4821,0.000164321,0.001822515,0.0,0.0,0.0
4822,0.0,0.0,0.0,0.0,0.0
4823,0.0,0.0,0.0,0.0,0.0
4889,0.002607022,0.000290901,0.000903372,0.002117725,0.000479969
4890,0.0,0.0,0.0,0.0,0.0
4894,0.001282971,0.000143698,0.000446244,0.001046105,0.000237093
4895,0.000145361,0.00160872,0.0,0.0,0.0
4896,0.0,0.0,0.0,0.0,0.0
4897,0.0,0.0,0.0,0.0,0.0
4903,0.0,0.0,0.0,0.0,0.0
4904,0.0,0.0,0.0,0.0,0.0
4905,0.0,0.0,0.0,0.0,0.0
4906,0.0,0.0,0.0,0.0,0.0
4907,0.0,0.0,0.0,0.0,0.0
4908,0.0,0.0,0.0,0.0,0.0
4909,0.0,0.0,0.0,0.0,0.0
4910,0.003431789,0.000382027,0.001186356,0.002781109,0.00063032
4911,0.000461364,0.005117062,0.0,0.0,0.0
4912,0.0,0.0,0.0,0.0,0.0
4913,0.0,0.0,0.0,0.0,0.0
4914,0.0,0.0,0.0,0.0,0.0
4915,0.000101121,0.0,0.0,0.008113694,0.0
4919,0.0,0.0,0.0,0.0,0.0
4920,0.000312843,0.0,0.006650123,0.0,0.002214795
4921,0.0,0.0,0.0,0.0,0.0
4929,0.0,0.0,0.0,0.0,0.0
4930,0.0,0.0,0.0,0.0,0.0
4931,0.0,0.0,0.0,0.0,0.0
4932,0.000442404,0.004913781,0.0,0.0,0.0
4933,0.0,0.0,0.0,0.0,0.0
4934,0.000922728,0.00010164,0.000315636,0.000739928,0.0001677
4947,0.0,0.0,0.0,0.0,0.0
4948,0.0,0.0,0.0,0.0,0.0
4949,0.0,0.0,0.0,0.0,0.0
4950,0.0,0.0,0.0,0.0,0.0
4951,0.0,0.0,0.0,0.0,0.0
4952,0.0,0.0,0.0,0.0,0.0
4953,0.0,0.0,0.0,0.0,0.0
4954,0.002076138,0.001945184,0.000565968,0.009746638,0.003533262
4955,0.0,0.0,0.0,0.0,0.0
4956,0.0,0.0,0.0,0.0,0.0
4957,0.0,0.0,0.0,0.0,0.0
4958,0.0,0.0,0.0,0.0,0.0
4959,0.0,0.0,0.0,0.0,0.0
4960,0.0,0.0,0.0,0.0,0.0
4961,0.0,0.0,0.0,0.0,0.0
4966,0.0,0.0,0.0,0.0,0.0
4967,0.008073869,0.004489696,0.00266658,0.006251116,0.001416775
4968,0.0,0.0,0.0,0.0,0.0
4977,0.0,0.0,0.0,0.0,0.0
4978,0.0,0.0,0.0,0.0,0.0
4981,0.000189602,0.002102902,0.0,0.0,0.0
4982,0.0,0.0,0.0,0.0,0.0
4987,0.0,0.0,0.0,0.0,0.0
4988,0.0,0.0,0.0,0.0,0.0
5003,0.0,0.0,0.0,0.0,0.0
5004,0.0,0.0,0.0,0.0,0.0
5005,0.0,0.0,0.0,0.0,0.0
5006,0.0,0.0,0.0,0.0,0.0
5007,0.0,0.0,0.0,0.0,0.0
5008,0.0,0.0,0.0,0.0,0.0
5009,0.0,0.0,0.0,0.0,0.0
5010,0.001415692,0.000147203,0.000457128,0.00107162,0.001711695
5011,0.0,0.0,0.0,0.0,0.0
5012,0.0023321,0.001310809,0.000772764,0.001811548,0.000410575
5013,0.0,0.0,0.0,0.0,0.0
5014,0.000723646,8.06112e-05,0.000250332,0.000586839,0.000133003
5015,0.0,0.0,0.0,0.0,0.0
5016,0.000480324,5.25726e-05,0.00016326,0.000382721,8.67413e-05
5017,0.0,0.0,0.0,0.0,0.0
5018,0.001301931,0.000143698,0.000446244,0.001046105,0.000237093
5019,0.011050614,0.002993131,0.010241842,0.008445386,0.006291636
5020,0.0,0.0,0.0,0.0,0.0
5021,0.003908953,0.0004346,0.001349616,0.00316383,0.000717061
5022,0.000113761,0.001275761,0.0,0.0,0.0
5023,0.001649534,0.002299173,0.000500664,0.001173679,0.000266007
5024,0.007767346,0.009154633,0.011319358,0.005102952,0.008847613
5025,0.002742903,0.002873966,0.000859836,0.002015666,0.000456838
5026,0.020189412,0.007973503,0.01380091,0.019161585,0.007633235
5027,0.000107441,0.0,0.003657023,0.0,0.0
5028,0.001004889,0.006389317,0.0,0.0,0.007824066
5029,0.011303416,0.021228796,0.0032652,0.007654428,0.001734826
5030,0.000116921,0.001286275,0.0,0.0,0.0
5031,0.000353923,0.000707977,0.0,0.0,0.005291219
5032,0.02461661,0.027172999,0.007694987,0.018038936,0.004892209
5033,0.006696097,0.007994532,0.002078844,0.004873319,0.001104506
5034,0.0,0.0,0.0,0.0,0.0
5035,0.001333531,0.000147203,0.000457128,0.00107162,0.000242876
5036,0.001532613,0.000928782,0.000500664,0.001173679,0.000266007
5037,0.000758406,8.41161e-05,0.000261216,0.000612354,0.000138786
5038,0.0,0.0,0.0,0.0,0.0
5039,0.004863281,0.021274359,0.010448638,0.002168755,0.000491534
5040,0.001946577,0.002428852,0.000565968,0.001326768,0.002272622
5041,0.000489804,0.000785083,0.000141492,0.000331692,7.51758e-05
5042,0.014021039,0.004885742,0.012854002,0.010001786,0.021864591
5043,0.000233842,0.0,0.0,0.0,0.004273455
5044,0.026127103,0.004938315,0.011156098,0.025540275,0.042266145
5045,0.015721134,0.001696341,0.005267855,0.023448065,0.008090072
5046,0.0,0.0,0.0,0.0,0.0
5047,0.002218339,0.00236226,0.000696576,0.001632945,0.000370096
5048,0.0,0.0,0.0,0.0,0.0
5049,0.001112329,0.000105145,0.002318292,0.000765443,0.001925657
5050,0.005662768,0.006568064,0.001763208,0.004133391,0.000936806
5051,0.01530085,0.022749895,0.004495091,0.025489246,0.004828599
5052,0.000467684,0.003343614,0.002742768,0.0,0.001590257
5053,7.90007e-05,0.000876209,0.0,0.0,0.0
5054,7.90007e-05,0.0,0.0,0.0,0.001468819
5055,0.003393869,0.000360998,0.003461111,0.00262802,0.00182735
5056,0.0,0.0,0.0,0.0,0.0
5057,6.00405e-05,0.000676433,0.0,0.0,0.0
5058,0.003340148,0.000350484,0.0010884,0.002551476,0.003637352
5059,0.002559622,0.015561475,0.003972659,0.000867502,0.000196614
5060,0.002025577,0.002604094,0.00059862,0.001403312,0.001665433
5061,0.048601214,0.052716248,0.019885065,0.033092644,0.064581791
5062,0.000176962,0.001948689,0.0,0.0,0.0
5063,0.000237002,0.001436983,0.003722327,0.0,0.0
5064,0.0,0.0,0.0,0.0,0.0
5065,0.000666766,7.36016e-05,0.000228564,0.00053581,0.000121438
5066,0.006155732,0.006904528,0.001763208,0.016737683,0.006898825
5067,0.00581761,0.002078368,0.00195912,0.004592657,0.001040896
5068,0.044499499,0.00493481,0.01532467,0.035924782,0.008142117
5069,4.42404e-05,0.000497687,0.0,0.0,0.0
5070,0.015351411,0.003322585,0.014149198,0.011762304,0.009483716
5071,0.019724888,0.005548156,0.006650123,0.015589519,0.005690229
5072,0.001804375,0.002306183,0.000413592,0.034291838,0.000219745
5073,0.009849804,0.025010515,0.007477307,0.005919424,0.005146651
5074,0.003700392,0.001689331,0.00114282,0.00267905,0.005430006
5075,0.002802944,0.005029441,0.000750996,0.001760518,0.003914924
5076,0.064028466,0.076268751,0.045876053,0.084071135,0.091593033
5077,0.024006725,0.016570868,0.01282135,0.016788712,0.035899334
5078,0.0,0.0,0.0,0.0,0.0
5079,0.001463092,0.005565681,0.0,0.0,0.017568005
5080,0.001696934,0.000147203,0.012886654,0.00107162,0.000242876
5081,0.007761026,0.005656806,0.002416248,0.005664277,0.00707809
5082,8.21607e-05,0.000911258,0.0,0.0,0.0
5083,0.004632599,0.006610122,0.006497747,0.003036256,0.003683614
5084,0.00353607,0.008916305,0.00076188,0.001786033,0.01060557
5085,0.000546685,0.002204542,0.0,0.028066236,0.0
5086,0.017519189,0.007882378,0.019743573,0.011507157,0.043943144
5087,0.001817015,0.000203281,0.000631272,0.001479856,0.0003354
5088,0.0,0.0,0.0,0.0,0.0
5089,0.019645887,0.017177205,0.008315375,0.014033118,0.018094236
5090,0.000271762,0.001107528,0.0,0.0,0.003157383
5091,0.0,0.0,0.0,0.0,0.0
5092,0.000120081,0.0,0.0,0.0,0.002185881
5093,0.00346655,0.002057339,0.0010884,0.002551476,0.003394476
5094,0.001516813,0.002814384,0.000402708,0.000944046,0.002156967
5095,0.000303363,0.001822515,0.0,0.0,0.002521281
5096,0.016842944,0.017037011,0.033718627,0.015410915,0.00758119
5097,0.0,0.0,0.0,0.0,0.0
5098,0.009097718,0.008720034,0.002742768,0.00642972,0.00957624
5099,0.000448724,0.004959344,0.0,0.0,0.0
5100,0.000521404,0.00321043,0.007967087,0.0,0.0
5101,0.001665334,0.000602832,0.00288426,0.000893017,0.008627868
5102,0.008930236,0.015067293,0.002492436,0.00584288,0.008911223
5103,0.0,0.0,0.0,0.0,0.0
5104,0.0,0.0,0.0,0.0,0.0
5105,0.0,0.0,0.0,0.0,0.0
5106,0.0,0.0,0.0,0.0,0.0
5107,0.0,0.0,0.0,0.0,0.0
5108,0.0,0.0,0.0,0.0,0.0
5109,0.0,0.0,0.0,0.0,0.0
5110,0.0,0.0,0.0,0.0,0.0
5111,0.0,0.0,0.0,0.0,0.0
5112,0.0,0.0,0.0,0.0,0.0
5113,0.0,0.0,0.0,0.0,0.0
5114,0.0,0.0,0.0,0.0,0.0
5115,0.0,0.0,0.0,0.0,0.0
5116,0.0,0.0,0.0,0.0,0.0
